Place,Athlete,Class,Team,Time,Points,Year
51,Pat Werhane,SR,Oregon,31:56.8,,2006
52,Joe Gray,SR,Oklahoma State,31:59.6,,2006
53,Jeremy Mineau,JR,Washington,32:00.0,,2006
54,Leonel Manzano,SO,Texas,32:00.8,,2006
55,Samuel Kosgei,SO,Lamar,32:01.0,,2006
56,Billy Nelson,SR,Colorado,32:02.7,,2006
57,Andrew Ledwith,SO,Iona,32:03.0,,2006
58,Kyle Shackleton,JR,UCLA,32:04.5,,2006
59,Ben True,JR,Dartmouth,32:05.0,,2006
60,Keith Bechtol,SR,William & Mary,32:07.0,,2006
61,Steven Hassen,JR,Florida,32:08.3,,2006
62,Cory Thorne,SO,Louisville,32:10.0,,2006
63,Brendan Fennell,JR,American,32:10.7,,2006
64,Garrett Heath,JR,Stanford,32:11.4,,2006
65,Mike Sayenko,SR,Washington,32:11.9,,2006
66,Eric MacTaggart,JR,Iowa,32:12.2,,2006
67,Andrew Middleton,SR,Texas,32:12.2,,2006
68,Forrest Tahdooahnippa,SR,Stanford,32:12.6,,2006
69,Matthew Kiplagat,JR,Iona,32:13.4,,2006
70,Daniel Watts,FR,Oklahoma State,32:14.0,,2006
71,Barnabas Kirui,FR,Mississippi,32:14.3,,2006
72,Ahmed Haji,JR,Providence,32:14.3,,2006
73,Chris Solinsky,SR,Wisconsin,32:15.0,,2006
74,Kenny Cormier,SO,Arkansas,32:15.0,,2006
75,Matthew Forys,SR,Bucknell,32:19.7,,2006
76,Justin Kunz,SR,Indiana State,32:20.4,,2006
77,Erik Stanley,JR,Texas,32:20.9,,2006
78,Hakon Devries,SO,Stanford,32:21.2,,2006
79,Chandler Goodwin,JR,BYU,32:21.4,,2006
80,Chuck McKenzie,SR,Portland,32:21.7,,2006
81,Brett Gotcher,SR,Stanford,32:22.2,,2006
82,Micah Vandenend,SR,Iowa,32:23.6,,2006
83,Abraham Ng’eitch,JR,Iona,32:25.2,,2006
84,Max Smith,JR,Providence,32:25.5,,2006
85,Drew Shackleton,SO,UCLA,32:26.5,,2006
86,Carl Moe,JR,Washington,32:27.3,,2006
87,John Moore,JR,Portland,32:28.1,,2006
88,Ben Stern,SR,Oregon,32:28.4,,2006
89,Adam Hortian,SR,Iona,32:30.0,,2006
90,Craig Miller,FR,Wisconsin,32:30.0,,2006
91,Tom Lancashire,SR,Florida State,32:30.7,,2006
92,David Torrence,JR,California,32:31.2,,2006
93,Wesley Korir,JR,Louisville,32:31.6,,2006
94,Tibor Vegh,JR,NC State,32:33.3,,2006
95,Christian Wagner,SO,Wisconsin,32:33.9,,2006
96,Ian Fitzgerald,JR,William & Mary,32:34.9,,2006
97,Justin Zonotti,SR,Michigan State,32:35.7,,2006
98,Shadrack Kiptoo-Biwot,JR,Oregon,32:37.0,,2006
99,Andrew Dumm,SR,Virginia,32:37.1,,2006
100,David Jankowski,JR,Oklahoma State,32:37.2,,2006
101,David Kemboi,JR,Norfolk State,32:37.7,,2006
102,Obed Mutanya,SR,Arizona,32:37.8,,2006
103,Matt Bartlebaugh,SR,Michigan State,32:38.0,,2006
104,Jacob Gomez,SR,Stanford,32:39.6,,2006
105,Ian Burrell,JR,Georgia,32:39.9,,2006
106,Kyle Perry,SO,BYU,32:40.4,,2006
107,Richard Yeates,SO,Providence,32:40.7,,2006
108,Dave Mock,JR,William & Mary,32:40.9,,2006
109,Jeremy Criscione,SO,Florida,32:40.9,,2006
110,Stephen Furst,JR,NC State,32:41.8,,2006
111,Jacob Gustafsson,SO,BYU,32:41.9,,2006
112,Siomo Kiplagat,JR,Louisville,32:42.1,,2006
113,Matt Sheeks,SR,Portland,32:42.5,,2006
114,John Crews,JR,NC State,32:42.9,,2006
115,Andy Biladeau,SO,Virginia,32:43.3,,2006
116,Andre Laboy,SR,Georgetown,32:44.0,,2006
117,Shawn Forrest,JR,Arkansas,32:44.5,,2006
118,Justin Scheid,SO,Georgetown,32:46.1,,2006
119,Jason Bill,SR,Illinois,32:46.4,,2006
120,Anthony Arena,SR,William & Mary,32:46.6,,2006
121,Kiel Uhl,SO,Iowa State,32:46.9,,2006
122,Emmanuel Bor,FR,Alabama,32:48.1,,2006
123,Woody Favinger,SO,Washington State,32:49.0,,2006
124,Brian Ehlis,JR,Oklahoma State,32:49.7,,2006
125,Joe Gatel,FR,Cal Poly,32:49.8,,2006
126,Tim Ross,SR,Missouri,32:50.8,,2006
127,Mike Chavez,SR,UC Santa Barbara,32:51.1,,2006
128,Luke Llamas,SR,Cal Poly,32:51.9,,2006
129,Brian Dalpiaz,SR,Georgetown,32:52.4,,2006
130,Owen Washburn,SR,Texas,32:52.8,,2006
131,Drew Polley,SO,Washington State,32:53.3,,2006
132,Kurt Benninger,SR,Notre Dame,32:54.4,,2006
133,Ryder Leary,SR,Florida,32:54.7,,2006
134,John Ealy,JR,Ohio State,32:55.2,,2006
135,Max Feldman,SR,Connecticut,32:55.3,,2006
136,Jonathan Pierce,SR,Stanford,32:55.8,,2006
137,Darren Gauson,JR,Butler,32:56.5,,2006
138,Gavin Coombs,SO,NC State,32:56.5,,2006
139,Micheal Eaton,FR,Louisville,32:57.9,,2006
140,Nick Weidman,SR,Providence,32:58.4,,2006
141,Carlos Trujillo,SO,Oregon,32:58.8,,2006
142,Stephan Shay,SO,Michigan State,32:59.2,,2006
143,Adam Sprangel,JR,Michigan State,32:59.3,,2006
144,Moses Mpanga,SR,Arizona,33:01.4,,2006
145,Dustin Voss,SO,Michigan State,33:01.8,,2006
146,Alejandro Ruiz,SO,Oklahoma State,33:02.1,,2006
147,Jameson Mora,SR,Cal Poly,33:02.4,,2006
148,Jake Morse,SO,Texas,33:02.7,,2006
149,Andrew Jones,JR,Washington State,33:03.6,,2006
150,Marlon Patterson,FR,UCLA,33:03.8,,2006
151,Jake Watson,JR,Notre Dame,33:04.4,,2006
152,Bradley Harkrader,JR,Colorado,33:05.3,,2006
153,Dan Beardslee,SR,American,33:05.5,,2006
154,Nick Katsefaras,FR,Michigan State,33:05.7,,2006
155,Steve Hallinan,JR,American,33:05.9,,2006
156,Sean Anastasia-Murphy,SR,William & Mary,33:06.0,,2006
157,Alex Grant,JR,Washington State,33:06.4,,2006
158,Michael Banks,SO,Georgetown,33:08.1,,2006
159,Jake Walker,FR,Notre Dame,33:09.2,,2006
160,Brian McKinstry,SR,Texas A&M,33:09.7,,2006
161,Hayden McLaren,FR,Providence,33:10.1,,2006
162,Troy Swier,SO,Cal Poly,33:10.5,,2006
163,Luke Gunn,JR,Florida State,33:11.8,,2006
164,Erik Sloan,SR,Kansas,33:12.1,,2006
165,Taylor Smith,JR,Virginia,33:12.5,,2006
166,Micah Tyhurst,SR,UC Santa Barbara,33:13.0,,2006
167,Bryce Ruiz,SR,NC State,33:14.4,,2006
168,Wesley Smith,JR,NC State,33:15.0,,2006
169,Todd Ptacek,SR,Notre Dame,33:15.8,,2006
170,Carlos Jamieson,SO,American,33:15.8,,2006
171,Travis Boyd,SR,Washington,33:21.6,,2006
172,Conor Lanz,SR,American,33:21.9,,2006
173,Alex Hains,SR,Butler,33:22.5,,2006
174,Jeff Kent,SR,Iowa,33:23.5,,2006
175,Brock Hagerman,FR,Notre Dame,33:23.9,,2006
176,Micah Rolfe,SR,Portland,33:24.0,,2006
177,Andrew Jesien,FR,Virginia,33:26.4,,2006
178,Garcia Jose,JR,Florida,33:27.8,,2006
179,Adam Shimer,JR,Washington,33:28.2,,2006
180,Vincent Rono,SR,South Alabama,33:29.1,,2006
181,Richard Kay,JR,Butler,33:29.2,,2006
182,Justin Roeder,FR,Butler,33:29.6,,2006
183,Justin Houck,SO,Portland,33:30.3,,2006
184,Chris Ashley,JR,UC Santa Barbara,33:30.4,,2006
185,Patrick Mellea,JR,Boston College,33:30.7,,2006
186,Kenny Klotz,FR,Oregon,33:34.1,,2006
187,Matt Debole,JR,Georgetown,33:34.7,,2006
188,Matt French,SR,Kansas,33:35.6,,2006
189,Pat Caufield,FR,Iona,33:36.1,,2006
190,Tim Aukshunas,JR,UC Santa Barbara,33:36.4,,2006
191,Brandon Hebbert,FR,BYU,33:37.5,,2006
192,Adam Perkins,SR,Arkansas,33:39.3,,2006
193,Kevin Peters,SR,Washington,33:39.6,,2006
194,Chris Ogle,JR,Arizona,33:39.8,,2006
195,Michael Kilburg,JR,Portland,33:40.0,,2006
196,Enoch Nadler,JR,Florida,33:40.5,,2006
197,Evan Anderson,FR,Cal Poly,33:42.0,,2006
198,Brandon Bethke,FR,Wisconsin,33:43.5,,2006
199,Dustin Bybee,JR,BYU,33:43.8,,2006
200,Ryan Wilson,JR,Texas,33:44.3,,2006
201,Laef Barnes,SO,UCLA,33:45.3,,2006
202,Ryan Byrne,SO,Louisville,33:45.6,,2006
203,Clay Hemlock,SR,Washington State,33:46.0,,2006
204,Alex Korir,JR,Alabama,33:47.0,,2006
205,Waleed Totari,SO,UC Santa Barbara,33:47.2,,2006
206,Blake Schlotzhauer,SO,Iowa,33:47.3,,2006
207,Eric Chavez,SR,Arizona,33:49.1,,2006
208,Mike Haddan,JR,UCLA,33:49.8,,2006
209,Brian McCabe,JR,American,33:51.0,,2006
210,Jesse Luciano,FR,Iowa,33:51.6,,2006
211,Colin Leak,FR,William & Mary,33:53.5,,2006
212,Chris Kollar,JR,NC State,33:54.1,,2006
213,Pete Janson,JR,Colorado,33:56.5,,2006
214,David Bills,JR,Michigan State,33:57.5,,2006
215,Andy Rayner,SR,Butler,34:01.3,,2006
216,Jason Colavito,JR,Arizona,34:03.5,,2006
217,Henry Hagenbuch,SR,UCLA,34:04.0,,2006
218,Matt Kinback,SR,Providence,34:04.5,,2006
219,Wes Seacat,SR,Louisville,34:04.6,,2006
220,Jon Harding,SO,Washington,34:06.7,,2006
221,Chris Williams,JR,Washington State,34:08.8,,2006
222,Scott McClain,FR,Louisville,34:09.9,,2006
223,Mike Quackenbush,SO,Portland,34:10.7,,2006
224,Daniel Parker,SR,Florida,34:12.6,,2006
225,Matt Barnes-Smith,SO,Oklahoma State,34:13.7,,2006
226,Tyler Hill,JR,Arkansas,34:15.4,,2006
227,Tim Galebach,SR,Harvard,34:17.8,,2006
228,Tyrel Jensen,JR,BYU,34:18.3,,2006
229,Mark Buckingham,JR,Florida State,34:19.3,,2006
230,Patrick McGowan,JR,Kansas,34:20.0,,2006
231,Brett Adams,JR,Notre Dame,34:20.6,,2006
232,Luke Beevor,JR,Florida State,34:21.4,,2006
233,Kenny Frank,SR,Arizona,34:25.7,,2006
234,Titus Koeh,SO,Alabama,34:28.5,,2006
235,Jake Matthews,FR,UCLA,34:30.6,,2006
236,Alex Tatu,SR,Virginia,34:37.2,,2006
237,Sam Jacobs,JR,Butler,34:39.9,,2006
238,Tommy Tate,SO,Iowa,34:44.5,,2006
239,Javier Cruz,SO,Florida State,34:53.1,,2006
240,Art Avitia,SR,UC Santa Barbara,34:53.6,,2006
241,Dan Nunn,JR,Georgetown,34:59.4,,2006
242,Andy Napier,SO,Iowa,35:01.3,,2006
243,Breshears Michael,SR,Oklahoma State,35:02.4,,2006
244,Justin Taylor,SO,Florida,35:05.2,,2006
245,Awit Yohannes,JR,American,35:11.1,,2006
246,Frederick Cameron,JR,Alabama,35:25.4,,2006
247,Jeff Lease,SO,Cal Poly,35:41.0,,2006
248,Paul Guevara,JR,Alabama,35:47.2,,2006
249,Daniel Geib,FR,Washington State,36:07.7,,2006
250,Chris Nickinson,JR,Florida State,36:27.6,,2006
1, Simon Bairu,,Wisconsin,29:15.9,,2005
2, Richard Kiplagat,,Iona,29:21.9,,2005
3, Chris Solinsky,,Wisconsin,29:27.8,,2005
4, Josh McDougal,,Liberty,29:32.6,,2005
5, Westley Keating,,Texas–Pan American,29:38.1,,2005
6, Josh Rohatinsky,,BYU,29:40.2,,2005
7, Josphat Boit,,Arkansas,29:49.1,,2005
8, Kurt Benninger,,Notre Dame,29:50.2,,2005
9, Matt Withrow,,Wisconsin,29:50.7,,2005
10, Robert Cheseret,,Arizona,29:50.8,,2005
1, Simon Bairu,,Wisconsin,30:37.7,,2004
2, Matt Gonzales,,New Mexico,30:40.9,,2004
3, Josphat Boit,,Arkansas,30:41.8,,2004
4, Brent Vaughn,,Colorado,30:48.7,,2004
5, Bret Schoolmeester,,Colorado,30:56.3,,2004
6, Simon Ngata,,Georgia,30:56.5,,2004
7, Benson Chesang,,Kansas,30:59.4,,2004
8, Nef Araia,,Stanford,31:04.5,,2004
9, Robert Cheseret,,Arizona,31:05.8,,2004
10, Rod Koborsi,,Georgetown,31:06.4,,2004
1, Dathan Ritzenhein,,Colorado,29:14.1,,2003
2, Ryan Hall,,Stanford,29:15.4,,2003
3, Gavin Thompson,,Eastern Michigan,29:17.4,,2003
4, Grant Robison,,Stanford,29:19.2,,2003
5, Ian Dobson,,Stanford,29:24.7,,2003
6, Louis Luchini,,Stanford,29:28.2,,2003
7, Westly Keating,,Texas–Pan American,29:30.4,,2003
8, Alistair Cragg,,Arkansas,29:33.1,,2003
9, Simon Bairu,,Wisconsin,29:33.8,,2003
10, Henrik Ahnstrom,,Northern Arizona,29:41.6,,2003
1, Jorge Torres,,Colorado,29:04.7,,2002
2, Alistair Cragg,,Arkansas,29:06.0,,2002
3, Grant Robison,,Stanford,29:36.7,,2002
4, Mark Tucker,,Butler University,29:37.5,,2002
5, Louis Luchini,,Stanford,29:41.0,,2002
6, Donald Sage,,Stanford,29:44.4,,2002
7, Boaz Cheboiywo,,Eastern Michigan,29:46.1,,2002
8, Tom McArdle,,Dartmouth,29:46.3,,2002
9, Ian Dobson,,Stanford,29:47.2,,2002
10, Edwardo Torres,,Colorado,29:47.7,,2002
1, Boaz Cheboiywo,,Eastern Michigan,28:47:00,,2001
2, Jorge Torres,,Colorado,29:06:00,,2001
3, Alistair Cragg,,Arkansas,29:10:00,,2001
4, Dathan Ritzenhein,,Colorado,29:11:00,,2001
5, Luke Watson,,Notre Dame,29:19:00,,2001
6, Ryan Shay,,Notre Dame,29:23:00,,2001
7, Donald Sage,,Stanford,29:24:00,,2001
8, Matt Tegenkamp,,Wisconsin,29:26:00,,2001
9, Josh Spiker,,Wisconsin,29:29:00,,2001
10, Travis Laird,,Northern Arizona,29:31:00,,2001
1, Keith Kelly,,Providence,30:14.5,,2000
2, Stephen Ondieki,,Fairleigh Dickinson,30:16.3,,2000
3, Jorge Torres,,Colorado,30:21.4,,2000
4, David Kimani,,Alabama,30:21.6,,2000
5, Franklyn Sanchez,,Georgetown,30:26.9,,2000
6, Ian Connor,,Ohio State,30:29.0,,2000
7, Luke Watson,,Notre Dame,30:29.4,,2000
8, Jason Vanderhoof,,Wisconsin,30:30.2,,2000
9, Adrian Blincoe,,Villanova,30:32.0,,2000
10, Jonathon Riley,,Stanford,30:40.6,,2000
1, David Kimani,,South Alabama,30:06.6,,1999
2, Michael Power,,Arkansas,30:09.6,,1999
3, Steve Fein,,Oregon,30:14.3,,1999
4, Matthew Downin,,Wisconsin,30:25.9,,1999
5, Matthew Lane,,William & Mary,30:27.8,,1999
6, John Schoenfelder,,Wisconsin,30:35.7,,1999
7, Andrew Begley,,Arkansas,30:40.6,,1999
8, Paul Morrison,,Princeton,30:42.5,,1999
9, Keith Kelly,,Providence,30:42.9,,1999
10, James Karanu,,Arkansas,30:44.7,,1999
1, Adam Goucher,,Colorado,29:26:00,,1998
2, Abdi Abdirahman,,Arizona,29:49:00,,1998
3, Julius Mwangi,,Butler University,30:00:00,,1998
4, Matthew Downin,,Wisconsin,30:00:00,,1998
5, Sean Kaley,,Arkansas,30:12:00,,1998
6, Brad Hauser,,Stanford,30:18:00,,1998
7, Bernard Lagat,,Washington State,30:20:00,,1998
8, Jeff Simonich,,Utah,30:22:00,,1998
9, Jonathon Riley,,Stanford,30:31:00,,1998
10, Todd Snyder,,Michigan,30:34:00,,1998
1, Meb Keflezighi,,UCLA,28:54:00,,1997
2, Kevin Sullivan,,Michigan,29:01:00,,1997
3, Bernard Lagat,,Washington State,29:05:00,,1997
4, Adam Goucher,,Colorado,29:10:00,,1997
5, Ryan Wilson,,Arkansas,29:13:00,,1997
6, Cleophas Boor,,Nebraska,29:22:00,,1997
7, Abdi Abdirahman,,Arizona,29:26:00,,1997
8, Nathan Nutter,,Stanford,29:34:00,,1997
9, Sean Kaley,,Arkansas,29:39:00,,1997
10, Brad Hauser,,Stanford,29:42:00,,1997
1, Godfrey Siamusiye,,Arkansas,29:49:00,,1996
2, Jonah Kiptarus,,Nebraska,30:20:00,,1996
3, Cleophas Boor,,Nebraska,30:24:00,,1996
4, Gregory Jimmerson,,Stanford,30:38:00,,1996
5, Matt Davis,,Oregon,30:43:00,,1996
6, Brad Hauser,,Stanford,30:44:00,,1996
7, Sean Keley,,Arkansas,30:47:00,,1996
8, Ryan Wilson,,Arkansas,30:47:00,,1996
9, Jeremy White,,Stanford,30:49:00,,1996
10, Meb Keflezighi,,UCLA,31:00:00,,1996
1, Godfrey Siamusiye,,Arkansas,30:00:00,,1995
2, Mark Carroll,,Providence,30:45:00,,1995
3, Eric Mack,,Air Force,30:46:00,,1995
4, Patrick Kiptum,,Oklahoma State,30:54:00,,1995
5, Ryan Wilson,,Arkansas,30:57:00,,1995
6, Adam Goucher,,Colorado,30:58:00,,1995
7, Tony Cosey,,Tennessee,30:59:00,,1995
8, Kevin Sullivan,,Michigan,30:59:00,,1995
9, Meb Keflezighi,,UCLA,31:00:00,,1995
10, Jon Wild,,Oklahoma State,31:01:00,,1995
1, Martin Keino,,Arizona,30:08.7,,1994
2, Adam Goucher,,Colorado,30:12.0,,1994
3, Kevin Sullivan,,Michigan,30:22.4,,1994
4, Kamiel Maase,,Texas,30:28.0,,1994
5, Jon Wild,,Oklahoma State,30:29.9,,1994
6, Gregory Jimmerson,,Stanford,30:34.5,,1994
7, Jason Casiano,,Wisconsin,30:35.1,,1994
8, James Menon,,Wisconsin,30:35.7,,1994
9, Ian Robinson,,Iowa State,30:36.5,,1994
10, Jason Bunton,,Arkansas,30:39.0,,1994
1, Joseph Kapkory,,Washington State,29:32.4,,1993
2, Jason Bunton,,Arkansas,29:40.2,,1993
3, Niall Bruton,,Arkansas,29:43.6,,1993
4, Kevin Sullivan,,Michigan,29:46.7,,1993
5, Seamus Power,,East Tennessee State,28:48.8,,1993
6, Connor Holt,,Oklahoma,29:50.2,,1993
7, Ray Appenheimer,,Colgate,29:51.3,,1993
8, Teddy Mitchell,,Arkansas,29:51.6,,1993
9, Solomon Kioni,,Oklahoma State,29:51.9,,1993
10, Simon Baines,,Washington,29:52.2,,1992
1, Bob Kennedy,,Indiana,30:15.3,,1992
2, Gary Stolz,,Stanford,30:56.1,,1992
3, Mark Carroll,,Providence,31:00.3,,1992
4, Louie Quintana,,Villanova,31:02.6,,1992
5, David Welsh,,Arkansas,31:09.8,,1992
6, Jason Casino,,Wisconsin,31:11.5,,1992
7, Conor Holt,,Oklahoma,31:13.1,,1992
8, Greg Keller,,U.S. Naval Academy,31:16.0,,1992
9, Edward O'Carroll,,Western Kentucky,31:16.4,,1992
10, Matthew Smith,,Michigan,31:17.9,,1992
1, Sean Dollman,,Western Kentucky,30:17.1,,1991
2, Niall Bruton,,Arkansas,30:35.3,,1991
3,Brian Baker,,Arkansas,30:36.9,,1991
4, Martin Keino,,Arizona,30:39.6,,1991
5, Jonah Koech,,Iowa State,30:39.7,,1991
6,Anthony Hamm,,Michigan State,30:42.6,,1991
7, Graham Hood,,Arkansas,30:44.9,,1991
8,  Josephat Kapkory,,Washington State,30:49.8,,1991
9,Richard Wemple,,Yale,30:50.3,,1991
10,Steve Holman,,Georgetown,30:53.2,,1991
1, Jonah Koech,,Iowa State,29:05:00,,1990
2,Shannon Butler,,Montana State,29:11:00,,1990
3,Bob Kennedy,,Indiana,29:24:00,,1990
4, Jonathan Brown,,Iowa State,29:26:00,,1990
5,Eric Henry,,Arkansas,29:31:00,,1990
6, Sean Dollman,,Western Kentucky,29:33:00,,1990
7,Andy Ball,,Connecticut,29:34:00,,1990
8,Todd Williams,,Tennessee,29:35:00,,1990
9, Samuel Kibiri,,Washington State,29:40:00,,1990
10,Glenn Morgan,,Tennessee,29:44:00,,1990
1, John Nuttall,,Iowa State,29:30.6,,1989
2, Jonah Koech,,Iowa State,29:32.7,,1989
3, German Beltran,,Alabama,29:33.5,,1989
4, Terry Thornton,,LSU,29:49.7,,1989
5, Bob Kennedy,,Indiana,29:54.3,,1989
6, Todd Williams,,Tennessee,29:58.5,,1989
7, Shannon Butler,,Montana State,29:59.6,,1989
8, Brad Hudson,,Oregon,30:01.1,,1989
9, Mark Croghan,,Ohio State,30:03.9,,1989
10, Peter Sherry,,Georgetown,30:05.0,,1989
1, Bob Kennedy,,Indiana,29:20:00,,1988
2, Yehezkel Halifa,,Clemson,29:21:00,,1988
3, Bo Reed,,Northern Arizona,29:24:00,,1988
4, Thomas O'Gara,,East Tennessee State,29:28:00,,1988
5, Chris Linn,,Arkansas,29:31:00,,1988
6, Dov Kremer,,Clemson,29:36:00,,1988
7, Harry Green,,Texas,29:38:00,,1988
8, Milfred Tewawina,,Northern Arizona,29:41:00,,1988
8,  Dan Garrett,,Notre Dame,29:41:00,,1988
9, Sean McGuirk,,Iona,29:44:00,,1988
10, Ron Markezich,,Notre Dame,29:45:00,,1988
1, Joe Falcon,,Arkansas,29:15.0,,1987
2, John Scherer,,Michigan,29:20.6,,1987
3, Harry Green,,Texas,29:21.2,,1987
4, Eric Carter,,Penn State,29:21.4,,1987
5, Scott Fry,,Wisconsin,29:23.3,,1987
6, Dan Garrett,,Notre Dame,29:24.9,,1987
7, Chris Zinn,,Arkansas,29:28.4,,1987
8, Barnaba Korir,,Iowa State,29:30.9,,1987
9, Steve Taylor,,Virginia Tech,29:31.1,,1987
10, Chris Schille,,Brown,29:32.2,,1987
1, Aaron Ramirez,,Arizona,30:27.5,,1986
2, Joe Falcon,,Arkansas,30:32.7,,1986
3, Matt Giusto,,Arizona,30:52.6,,1986
4, Bob Kempainen,,Dartmouth,30:56.4,,1986
5, Paul Gompers,,Harvard,31:02.5,,1986
6, Joseph Chelelgo,,Texas,31:08.1,,1986
7, Frank Horn,,Montana,31:09.5,,1986
8, Patrick Sang,,Texas,31:11.1,,1986
9, John Aelberg,,Utah,31:11.6,,1986
10, Dean Crows,,Boston University,31:13.3,,1986
1, Tim Hacker,,Wisconsin,29:17.9,,1985
2, Yobes Ondieki,,Iowa State,29:29.3,,1985
3, Keith Hanson,,Marquette,29:47.0,,1985
4, Marc Oleson,,Stanford,29:52.7,,1985
5, Jean Verster,,Nebraska,29:53.8,,1985
6, Dean Crowe,,Boston University,30:00.0,,1985
7, Joe Falcon,,Arkansas,30:01.1,,1985
8, Raf Wyns,,Iowa State,30:02.4,,1985
9, Eric Carter,,Penn State,30:03.8,,1985
10, Senpird Dunne,,East Tennessee State,30:05.2,,1985
1, Ed Eyestone,,BYU,29:28.8,,1984
2, Richard O'Flynn,,Providence,29:35.5,,1984
3, Yobes Ondieki,,Iowa State,29:37.0,,1984
4, John Easker,,Wisconsin,29:38.0,,1984
5, Tom Ansberry,,Arizona,29:38.1,,1984
6, James Sapieviza,,Dartmouth,29:45.2,,1984
7, Brent Steiner,,Kansas,29:45.3,,1984
8, Tim Hacker,,Wisconsin,29:49.2,,1984
9, Larry Chumley,,Northern Arizona,29:56.4,,1984
10, Mike Vanalta,,Southeast Missouri State,29:56.7,,1984
1, Zakarie Barie,,UTEP,29:20.0,,1983
2, Yobes Ondieki,,Iowa State,29:41.3,,1983
3, John Easker,,Wisconsin,29:44.4,,1983
4, Joseph Kipsang,,Iowa State,29:52.4,,1983
5, James Hill,,Oregon,29:54.4,,1983
6, Richard O'Flynn,,Providence,29:56.1,,1983
7, Hans Koeleman,,Clemson,29:59.8,,1983
8, Gidamis Shahanga,,UTEP,30:11.7,,1983
9, Ed Eyestone,,BYU,30:13.0,,1983
10, Paul Donovan,,Arkansas,30:13.2,,1983
1, Mark Scrutton,,Colorado,30:12.6,,1982
2, Zakarie Barie,,UTEP,30:14.8,,1982
3, Hans Koeleman,,Clemson,30:23.9,,1982
4, Tim Hacker,,Wisconsin,30:26.9,,1982
5, Scott Jenkins,,Wisconsin,30:30.8,,1982
6, Joseph Kipsang,,Iowa State,30:30.9,,1982
7, Gerard Donakowski,,Michigan,30:31.0,,1982
8, Ed Eyestone,,BYU,30:31.8,,1982
9, Kevin Johnson,,East Tennessee State,30:31.9,,1982
10, Gidamis Shahanga,,UTEP,30:32.8,,1982
1, Matthews Motshwarateu,,UTEP,28:45.8,,1981
2, Michael Musyoki,,UTEP,28:48.4,,1981
3, Gabriel Kaman,,UTEP,29:19.3,,1981
4, Mark Scrutton,,Colorado,29:22.1,,1981
5, Graeme Fell,,San Diego State,29:30.4,,1981
6, Alan Scharsu,,Penn State,29:30.5,,1981
7, Suleiman Nyambui,,UTEP,29:32.6,,1981
8, Gidamis Shahanga,,UTEP,29:33.6,,1981
9, David Taylor,,Arkansas,29:35.6,,1981
10, Richard Twuei,,Washington State,29:36.7,,1981
1, Suleiman Nyambui,,UTEP,29:04.0,,1980
2, Matthews Motshwarateu,,UTEP,29:06.4,,1980
3, Solomon Chebor,,Fairleigh Dickinson,29:08.4,,1980
4, James Rotich,,UTEP,29:13.9,,1980
5, Garry Henry,,Pembroke State,29:14.6,,1980
6, Mark Scrutton,,Colorado,29:20.7,,1980
7, Alan Scharsu,,Penn State,29:25.2,,1980
8, Mark Andersen,,Arkansas,29:27.4,,1980
9, Dan Heikkinen,,Michigan,29:28.0,,1980
10, David Taylor,,Arkansas,29:32.8,,1980
1, Henry Rono,,Washington State,28:19.6,,1979
2, Alberto Salazar,,Oregon,28:37.4,,1979
3, Kipsubai Koskei,,New Mexico,28:47.3,,1979
4, James Rotich,,UTEP,29:03.6,,1979
5, Thom Hunt,,Arizona,29:08.2,,1979
6, Michael Musyoki,,UTEP,29:14.4,,1979
7,  Sydney Maree,,Villanova,29:15.2,,1979
8, Joel Cheruyiot,,Washington State,29:20.9,,1979
9, Jon Sinclair,,Colorado State,29:27.9,,1979
10, Rudy Chapa,,Oregon,29:28.2,,1979
1, Alberto Salazar,,Oregon,29:29.7,,1978
2, Michael Musyoki,,UTEP,29:39.2,,1978
3, Thom Hunt,,Arizona,29:34.1,,1978
4, Suleiman Nyambui,,UTEP,29:35.9,,1978
5, Steve Lacy,,Wisconsin,29:36.5,,1978
6, Marc Hunter,,Cleveland State,29:39.7,,1978
7, Don Clary,,Oregon,29:47.3,,1978
8, James Schankel,,Cal Poly–San Luis Obispo,29:48.0,,1978
9, Robert Snyder,,Penn State,29:48.2,,1978
10, Dan Henderson,,Wheaton (IL),29:48.5,,1978
1, Henry Rono,,Washington State,28:33.5,,1977
2, John Treacy,,Providence,28:51.0,,1977
3, Gerard Deegan,,Providence,28:56.9,,1977
4, Marc Hunter,,Cleveland State,29:02.2,,1977
5, Joel Cheruiyot,,Washington State,29:02.4,,1977
6, Solomon Chebor,,Wyoming,29:03.4,,1977
7, Simon Kilili,,Wyoming,29:15.1,,1977
8, Thom Hunt,,Arizona,29:15.9,,1977
9, Alberto Salazar,,Oregon,29:20.8,,1977
10, Thomas Wysocki,,Nevada–Reno,29:30.8,,1977
1, Henry Rono,,Washington State,28:06.6,,1976
2, Samson Kimobwa,,Washington State,28:16.8,,1976
3,Craig Virgin,,Illinois,28:26.5,,1976
4,Herb Lindsay,,Michigan State,28:30.7,,1976
5, John Treacy,,Providence,28:34.8,,1976
6, Wilson Waigwa,,UTEP,28:39.0,,1976
7, Niall O'Shaughnessy,,Arkansas,28:43.2,,1976
8,Sammy Maritim,,UTEP,28:46.4,,1976
9,Rudy Chapa,,Oregon,28:49.6,,1976
10, James Munyala,,UTEP,28:52.8,,1976
1,Craig Virgin,,Illinois,28:23.3,,1975
